STATE,STATENAME,POP10,E0_0_0y,SE_E0_0_0y,CI_low_E0_0_0y,CI_high_E0_0_0y,E0_1_4y,SE_E0_1_4y,CI_low_E0_1_4y,CI_high_E0_1_4y,E0_5_14y,SE_E0_5_14y,CI_low_E0_5_14y,CI_high_E0_5_14y,E0_15_24y,SE_E0_15_24y,CI_low_E0_15_24y,CI_high_E0_15_24y,E0_25_34y,SE_E0_25_34y,CI_low_E0_25_34y,CI_high_E0_25_34y,E0_35_44y,SE_E0_35_44y,CI_low_E0_35_44y,CI_high_E0_35_44y,E0_45_54y,SE_E0_45_54y,CI_low_E0_45_54y,CI_high_E0_45_54y,E0_55_64y,SE_E0_55_64y,CI_low_E0_55_64y,CI_high_E0_55_64y,E0_65_74y,SE_E0_65_74y,CI_low_E0_65_74y,CI_high_E0_65_74y,E0_75_84y,SE_E0_75_84y,CI_low_E0_75_84y,CI_high_E0_75_84y,E0_85_upy,SE_E0_85_upy,CI_low_E0_85_upy,CI_high_E0_85_upy
29,MO,5776116.0,77.3617001459112,0.009257924647956684,77.3435546136012,77.3798456782212,76.99236556191046,0.008943703720196398,76.97483590261888,77.00989522120204,73.11759955998113,0.008930913563699622,73.10009496939628,73.13510415056598,63.25638699084297,0.008922501971783499,63.238898886978276,63.27387509470766,53.84304588065752,0.008869609246527427,53.825661446534326,53.860430314780714,44.53800901851694,0.008826770580623708,44.520708548178916,44.55530948885496,35.37360492760187,0.008834964268809111,35.356288397635005,35.39092145756873,26.83543055575754,0.008989404768383277,26.817811322411508,26.853049789103572,19.04052820268845,0.009471125906543811,19.021964795911625,19.059091609465273,12.246478602576541,0.010726572725843344,12.225454520033889,12.267502685119194,7.115542589518632,0.015009708188471858,7.086123561469227,7.144961617568036
30,MT,1806093.0,78.8398566961945,0.012775468686303583,78.81481677756935,78.86489661481966,78.38759814693928,0.012450282868984114,78.36319559251608,78.41200070136249,74.51379297743803,0.012419196185859878,74.48945135291375,74.53813460196231,64.65802934843333,0.012399644341176207,64.63372604552463,64.68233265134204,55.22656352690586,0.012319826677491165,55.20241666661798,55.25071038719375,45.88553695739921,0.012281320494722796,45.86146556922955,45.90960834556887,36.7072469690099,0.0122662689875003,36.6832050817944,36.731288856225405,27.997390167615954,0.012441170840689167,27.973005472768204,28.021774862463705,19.790166785431317,0.013040197147343436,19.764607999022523,19.81572557184011,12.57415504074264,0.01461722280117887,12.54550528405233,12.60280479743295,7.090300776316614,0.02004759909896465,7.051007482082643,7.129594070550584
31,NE,1754573.0,79.18468721449605,0.015116509382906438,79.15505885610555,79.21431557288655,78.7553880630786,0.014705039643254049,78.72656618537782,78.78420994077938,74.8703799727911,0.01470058738848356,74.84156682150967,74.89919312407253,65.00316891916151,0.014691263511799443,64.97437404267838,65.03196379564464,55.529131931244805,0.014679788110884693,55.50035954654747,55.55790431594214,46.05244900041207,0.01468847601310742,46.02365958742638,46.081238413397756,36.70542519462,0.01474918624406151,36.67651678958164,36.734333599658356,27.8564862789978,0.015050055955294872,27.82698816932542,27.885984388670177,19.68916009764199,0.015873888026019967,19.65804727711099,19.72027291817299,12.568770350392946,0.018081831055884606,12.533329961523412,12.604210739262479,7.191188226423181,0.02505525254289007,7.142079931439117,7.240296521407245
32,NV,2397640.0,77.65440111943411,0.02582084959904179,77.60379225422,77.70500998464823,77.18393044827414,0.02516409521847287,77.13460882164593,77.23325207490235,73.29460139970972,0.025160125633618722,73.24528755346783,73.3439152459516,63.41246692581038,0.025155997175589327,63.36316117134622,63.461772680274535,53.90613924525784,0.025144378029067962,53.85685626432087,53.95542222619481,44.510608223086024,0.025211098979275908,44.46119446908664,44.560021977085405,35.278295907642516,0.025419157123981375,35.22847435967951,35.32811745560552,26.632337381758727,0.026170232903772662,26.58104372526733,26.683631038250123,18.75798885570811,0.028013693274917678,18.703082016889272,18.812895694526947,11.89404556146878,0.0326984225031623,11.829956653362581,11.958134469574977,6.651506773327105,0.048116228295181654,6.557198965868549,6.745814580785661
33,NH,1425902.0,80.20370277901287,0.02081376091507079,80.16290780761933,80.24449775040641,79.70128928916574,0.02033723314883493,79.66142831219403,79.74115026613745,75.81235849308017,0.020317328802501027,75.77253652862727,75.85218045753307,65.91493033883114,0.020306622483957894,65.87512935876258,65.9547313188997,56.35052822704506,0.020221698315437072,56.3108936983468,56.39016275574332,46.96458115634876,0.02013361228300731,46.92511927627406,47.004043036423454,37.56526794969079,0.020186893670674444,37.52570163809627,37.60483426128531,28.581058796467076,0.02053755510314594,28.54080518846491,28.621312404469244,20.18463730326488,0.02146545568846575,20.142565010115487,20.22670959641427,12.893629786619277,0.024079449173608217,12.846434066239006,12.940825506999548,7.421760191093077,0.032954859212430986,7.357168667036713,7.486351715149442
34,NJ,9966525.0,80.04678077865655,0.009319288524469393,80.02851497314859,80.06504658416452,79.54351014019431,0.009105518605488342,79.52566332372756,79.56135695666107,75.63634510523978,0.009102693061249341,75.61850382683973,75.65418638363984,65.7356386905165,0.009102037527864036,65.71779869696188,65.75347868407111,56.157767647199,0.009085046980597068,56.13996095511703,56.17557433928097,46.716132332984664,0.009061369499091202,46.698372048766444,46.73389261720288,37.29999897657408,0.009102910336722309,37.2821572723141,37.31784068083406,28.359908834824573,0.009279949978276181,28.341720132867152,28.378097536781993,20.06252322650071,0.009757536862019528,20.04339845425115,20.081647998750267,12.724719317916726,0.010942488441594334,12.703272040571202,12.74616659526225,7.32269281419552,0.01504392629960189,7.2932067186483005,7.352178909742739
35,NM,1943521.0,78.57353689515061,0.018123499266789425,78.5380148365877,78.60905895371351,78.0616465168115,0.01779119896385699,78.02677576684235,78.09651726678067,74.1662579411285,0.017787361690867,74.1313947122144,74.20112117004261,64.2780717573929,0.017778867197978936,64.24322517768485,64.31291833710094,54.79466494058979,0.017730201811995885,54.759913745038276,54.829416136141305,45.51611580219612,0.0177266795130718,45.4813715103505,45.55086009404174,36.39640544146422,0.017829827026779908,36.361458980491726,36.43135190243671,27.851931005633592,0.018237291702950926,27.816185913895808,27.887676097371376,19.87370684443338,0.019363899217349805,19.835753601967372,19.911660086899385,12.676770099216833,0.021325913578240256,12.634971308603482,12.718568889830184,6.999371964594157,0.029453218474125527,6.941643656384871,7.057100272803442
36,NY,18704905.0,80.64362584038786,0.009333829327435565,80.62533153490608,80.66192014586963,80.15749780605674,0.009184280718440931,80.1394966158486,80.17549899626488,76.26373292459917,0.009182160455864495,76.24573589010568,76.28172995909266,66.37202295333763,0.00917876221010553,66.35403257940582,66.39001332726944,56.78624015465463,0.00918096114925132,56.76824547080209,56.80423483850716,47.27969182414987,0.009197071293293545,47.26166556441502,47.297718083884725,37.867159400168035,0.009257991449406509,37.8490137369272,37.88530506340887,28.955380591347566,0.009474918560940614,28.936809750968123,28.97395143172701,20.733841123491406,0.010018471866468764,20.714204918633126,20.753477328349685,13.471958114729802,0.011268063537783899,13.449872710195745,13.494043519263858,7.92315894146482,0.015143626843228258,7.893477432852093,7.952840450077547
37,NC,8799818.0,77.56602578598788,0.009747044350130159,77.54692157906162,77.58512999291413,77.23217494952738,0.009433067979494912,77.21368613628756,77.25066376276719,73.36449887940866,0.009426748636824404,73.34602245208048,73.38297530673684,63.49872203038745,0.009424379273282267,63.48025024701182,63.51719381376308,54.01638304337657,0.009397342059477572,53.997964252939994,54.03480183381315,44.653315170836485,0.009385172932837534,44.634920231888124,44.67171010978485,35.423754048095084,0.009431783237289973,35.405267752949996,35.44224034324017,26.835221671630034,0.009625983797429962,26.81635474338707,26.854088599873,18.985267786220128,0.010191020148229578,18.9652933867296,19.005242185710657,12.103118439494997,0.011603031636225596,12.080376497487995,12.125860381502,6.849686573063216,0.016290926723314555,6.8177563566855195,6.881616789440912
38,ND,636302.0,79.6892090548199,0.023556474183960383,79.64303836541933,79.73537974422047,79.33086993283062,0.023114875492077677,79.28556477686615,79.3761750887951,75.45552614953277,0.02309111425898131,75.41026756558517,75.50078473348037,65.58019839635897,0.02309619770987131,65.53492984884763,65.62546694387031,56.16182315944315,0.023083301418574204,56.11657988866275,56.207066430223556,46.81410855222834,0.02311698030568774,46.76879927082919,46.85941783362749,37.59338725950885,0.023239052861270766,37.54783871590076,37.638935803116944,28.812855216548115,0.02368353283986484,28.76643549218198,28.85927494091425,20.59263352936184,0.025005931055728566,20.543621904492614,20.641645154231067,13.55415651687406,0.0282844887682854,13.49871891888822,13.6095941148599,8.309378722681997,0.03812236806606884,8.234658881272502,8.384098564091492
39,OH,11025475.0,77.27302830036801,0.007254647123110917,77.25880919200671,77.28724740872931,76.96850546575091,0.006828921040129275,76.95512078051226,76.98189015098956,73.09342767545162,0.006817743463356963,73.08006489826344,73.1067904526398,63.21988859436895,0.006810998613989979,63.206539037085534,63.23323815165237,53.73050284908361,0.006765170262260441,53.71724311536958,53.743762582797636,44.41909308215745,0.006703871490216281,44.40595349403663,44.432232670278275,35.23806810137432,0.006687167029073022,35.224961253997336,35.2511749487513,26.639574657781182,0.006791043449124294,26.6262642126209,26.652885102941465,18.756370714186914,0.0071626505872484725,18.74233191903591,18.77040950933792,11.942577839050019,0.008066798667703186,11.92676691366132,11.958388764438718,6.868657549901478,0.011361078075986344,6.846389836872545,6.890925262930411
40,OK,3624181.0,76.10147845816752,0.01136582526844172,76.07920144064137,76.12375547569367,75.75557233482544,0.010816878943592585,75.734371252096,75.77677341755489,71.90780399764802,0.01080121735542161,71.8866336116314,71.92897438366464,62.06183201114955,0.010788376940327183,62.040686792346506,62.08297722995259,52.64815579023232,0.010717758622784592,52.627148983331665,52.66916259713298,43.37061093251137,0.010671170072694105,43.34969543916889,43.39152642585385,34.33046343435938,0.010669055924864588,34.30955208474665,34.35137478397211,26.005564236444044,0.010857969097280932,25.984282617013374,26.026845855874715,18.521904838638026,0.011477815734177164,18.499408319799038,18.544401357477014,11.94784275399049,0.013067333018568428,11.922230781274095,11.973454726706883,6.92977660332086,0.01872506898429998,6.893075468111633,6.966477738530088
41,OR,3677816.0,79.18114002984382,0.012824157308758948,79.15600468151865,79.20627537816898,78.70895330272097,0.012403308889246165,78.68464281729806,78.73326378814389,74.81036889828093,0.012390613317792055,74.78608329617805,74.8346545003838,64.9254030924875,0.012380730923666526,64.90113685987711,64.94966932509789,55.37835894998553,0.012336276520225911,55.35417984800589,55.40253805196517,45.893967234902455,0.012292563796724193,45.86987380986088,45.91806065994403,36.55811495191711,0.01231578622150908,36.533976010922956,36.58225389291127,27.777272489977744,0.012518365517099481,27.75273649356423,27.80180848639126,19.688899281530123,0.013159077731785856,19.66310748917582,19.714691073884424,12.493754663093531,0.014776171269499455,12.464793367405312,12.52271595878175,7.1597024429715885,0.01996855949070274,7.120564066369811,7.198840819573366
42,PA,12260365.0,78.49609820751665,0.006091507068377013,78.48415885366263,78.50803756137067,78.12190548160679,0.0057869491845072675,78.11056306120516,78.13324790200842,74.24378091516851,0.005768364989542037,74.23247491978901,74.25508691054802,64.35977000684727,0.005761123223922062,64.34847820532838,64.37106180836616,54.903038710511474,0.0057064205198304714,54.89185412629261,54.91422329473034,45.55931937589134,0.005655533436977501,45.54823453035487,45.570404221427815,36.30029017896287,0.005640059402403213,36.28923566253416,36.311344695391575,27.58059784517019,0.005705726444814553,27.569414621338353,27.591781069002025,19.53996731744936,0.005967709507658163,19.52827060681435,19.55166402808437,12.542500545456843,0.006649640883922683,12.529467249324354,12.555533841589332,7.268814166625544,0.009147312865529259,7.250885433409107,7.286742899841982
44,RI,1004166.0,79.27404482924139,0.022866497985329637,79.22922649319014,79.31886316529264,78.89948056397051,0.021482421642201283,78.8573750175518,78.94158611038922,75.00144657357448,0.021469988733283235,74.95936539565724,75.04352775149172,65.09578645363415,0.02143777155459516,65.05376842138715,65.13780448588115,55.47809196885775,0.021368044990528298,55.43621060067631,55.51997333703918,46.04747362487875,0.021222478899440362,46.005877566235846,46.08906968352165,36.67240984060404,0.021230746209453834,36.63079757803351,36.71402210317457,27.868914800939287,0.021606472690024105,27.82656611446684,27.911263487411734,19.733711657235954,0.022655478626311044,19.689306919128384,19.778116395343524,12.673732231523472,0.02513066899687988,12.624476120289588,12.722988342757356,7.420757922494886,0.03328029886499181,7.355528536719502,7.4859873082702695
45,SC,4390391.0,76.88969688576714,0.014097009638656946,76.86206674687537,76.9173270246589,76.5681011782322,0.013565269595956705,76.54151324982412,76.59468910664027,72.71011483943,0.013560255033972046,72.68353673956342,72.73669293929659,62.85380074348732,0.013561690755350922,62.82721982960683,62.880381657367806,53.427935666777735,0.01353572211175641,53.401405651438694,53.454465682116776,44.145312729549595,0.013541777493038485,44.11877084566324,44.17185461343595,35.05320958884983,0.013618421918513812,35.02651748188954,35.07990169581012,26.640614195865474,0.013935621668811985,26.6133003773946,26.667928014336347,18.992911793049867,0.01480681175056049,18.96389044201877,19.021933144080965,12.148198850626288,0.01706343376023497,12.114754520456227,12.18164318079635,6.977012297993505,0.0246063210758468,6.928783908684845,7.025240687302165
46,SD,773059.0,79.81133509861472,0.02323488948339933,79.76579471522726,79.85687548200218,79.39383371773694,0.02295157614883519,79.34884862848523,79.43881880698865,75.51198369076617,0.02294480902151034,75.46701186508402,75.55695551644833,65.66758035285793,0.022920235498941052,65.62265669128,65.71250401443585,56.19360372235495,0.022878684554306482,56.14876150062851,56.23844594408139,46.78314928097339,0.022876306758685565,46.73831171972637,46.82798684222041,37.521154271536844,0.02295495836957494,37.476162553132475,37.56614598994121,28.71072725367663,0.023369328748554047,28.664923369329465,28.756531138023796,20.47904881774871,0.02451100584319735,20.43100724629604,20.527090389201376,13.29781413837754,0.027264657053518427,13.244375410552644,13.351252866202435,7.742817947918594,0.03685309427171194,7.670585883146038,7.81505001269115
47,TN,6139836.0,75.94383465616995,0.010421839621741707,75.92340785051134,75.96426146182857,75.6199712663335,0.010011119910012113,75.60034947130987,75.63959306135712,71.76492188064958,0.009997868327402154,71.74532605872787,71.78451770257129,61.90367814384618,0.009990787570252522,61.88409620020848,61.923260087483875,52.436834762361734,0.009941914761847661,52.417348609428515,52.45632091529495,43.16131478104627,0.009904987608408529,43.14190100533379,43.18072855675875,34.12745475612052,0.009931626131183173,34.107988768903404,34.14692074333764,25.805719485015562,0.01014141119864262,25.785842319066223,25.8255966509649,18.253728275478366,0.010788558048470603,18.232582701703365,18.274873849253368,11.583521905145352,0.012402093247690689,11.559213802379878,11.607830007910826,6.519285759424194,0.017746224014933393,6.484503160354924,6.554068358493463
48,TX,22973158.0,78.17262792951671,0.007000730552040402,78.1589064976347,78.18634936139871,77.74251867331431,0.006863679862854331,77.72906586078311,77.7559714858455,73.85754100502857,0.00686321046860183,73.8440891125101,73.87099289754703,63.973427184020586,0.006863841682617776,63.95997405432266,63.986880313718515,54.43882713469345,0.006870452777092194,54.42536104725035,54.45229322213655,44.999889854063596,0.006891023692466744,44.98638344762636,45.01339626050083,35.70772615589028,0.00694545952074783,35.694113055229614,35.72133925655094,27.015576530662436,0.007123255420028408,27.00161495003918,27.029538111285692,19.108223114123014,0.007584751523174243,19.09335700113759,19.123089227108437,12.106756310995642,0.008681418400249788,12.089740730931153,12.123771891060132,6.691045523649818,0.012165259505516434,6.667201615019005,6.71488943228063
49,UT,2529853.0,79.50068363655912,0.016295336021257215,79.46874477795745,79.53262249516078,78.96727663623143,0.01617163881618144,78.93558022415172,78.99897304831114,75.0674574767783,0.016167455920009788,75.03576926317508,75.09914569038152,65.17988029343996,0.01617026341321716,65.14818657715006,65.21157400972987,55.60360024871011,0.016180049007963673,55.5718873526545,55.63531314476572,46.17823541525931,0.016209109773103844,46.146465560104026,46.21000527041459,36.85047617391208,0.01629760456169757,36.818532868971154,36.882419478853,27.95901888370589,0.016560601877765833,27.92656010402547,27.991477663386313,19.628777363744057,0.01736590242193315,19.59474019499707,19.662814532491044,12.177265951816173,0.01950850687414198,12.139029278342855,12.21550262528949,6.510796358523598,0.027072759166846545,6.457733750556579,6.563858966490618
50,VT,913412.0,80.98821265759592,0.02289989147415157,80.94332887030659,81.03309644488526,80.47861523605997,0.022262641092610815,80.43498045951844,80.52225001260149,76.59485544310783,0.02224190365085649,76.55126131195216,76.6384495742635,66.70685178210928,0.02222168140356211,66.6632972865583,66.75040627766026,57.18668618323385,0.022083912452818977,57.143401714826325,57.22997065164138,47.74007435855889,0.02194840725443051,47.69705548034021,47.783093236777574,38.39840269232285,0.021873019817007067,38.355531573481514,38.44127381116418,29.396367247200608,0.02206479175129314,29.353120255368072,29.439614239033144,20.962024037345685,0.022870253142176698,20.917198341187017,21.006849733504353,13.490300652936462,0.02510146352626463,13.441101784424983,13.53949952144794,7.829323021812719,0.03364674376531433,7.763375404032703,7.895270639592735
51,VA,7201952.0,78.6502582077748,0.013793048651326521,78.62322383241819,78.6772925831314,78.2759379679287,0.013527432664709226,78.24942419990587,78.30245173595152,74.39572099341956,0.013524827138520039,74.36921233222806,74.42222965461106,64.5156590324401,0.013525859695819126,64.4891483474363,64.5421697174439,54.991454719498265,0.013522420672926163,54.96495077497933,55.0179586640172,45.565835081933336,0.013533418121966654,45.53930958241428,45.59236058145239,36.249332500411,0.013599827396563416,36.22267683871374,36.27598816210826,27.452130616810553,0.013846680420068811,27.42499112318722,27.479270110433887,19.33234806341392,0.01452734500857874,19.303874467197108,19.360821659630734,12.143628324654204,0.016262298703838142,12.111754219194681,12.175502430113726,6.7640595355259245,0.022209995817934886,6.7205279437227725,6.807591127329077
53,WA,6453442.0,79.85684456449752,0.011347860968513535,79.83460275699923,79.87908637199581,79.35449457824213,0.011089268332769475,79.3327596123099,79.37622954417435,75.45384793107306,0.011082668303982858,75.43212590119725,75.47556996094886,65.56421469349225,0.01107965870559972,65.54249856242927,65.58593082455522,56.004566353893004,0.011061621758179182,55.982885575246975,56.026247132539034,46.50425775888278,0.011057124756818061,46.482585794359416,46.52592972340614,37.0971101932891,0.011103282819842263,37.07534775896221,37.118872627615985,28.199893405720545,0.011308750418373325,28.177728254900533,28.222058556540556,19.999567455630654,0.011897773879239569,19.976247818827343,20.022887092433965,12.697535408236412,0.013379690270506015,12.67131121530622,12.723759601166604,7.221454814345584,0.01813893615916229,7.1859024994736265,7.257007129217542
54,WV,1794142.0,76.17713731689017,0.014395351552361433,76.14892242784754,76.2053522059328,75.80412336370254,0.013671150535549698,75.77732790865286,75.83091881875222,71.96789016699903,0.013610139003317898,71.94121429455252,71.99456603944553,62.11574379285474,0.01358395732791724,62.08911923649202,62.142368349217456,52.70513783189959,0.013433799531265415,52.67880758481831,52.731468078980875,43.56659233215653,0.013261320556083893,43.540600143866605,43.59258452044646,34.60665253920815,0.013195644729265649,34.58078907553879,34.63251600287751,26.282072823667242,0.013370603259842321,26.255866441277952,26.308279206056532,18.619064098605346,0.014089527036862939,18.591448625613094,18.6466795715976,11.939306977931512,0.015993027998966514,11.907960643053537,11.970653312809487,6.979536179410548,0.022829921285710153,6.934789533690556,7.02428282513054
55,WI,5208358.0,79.36470403916167,3.9679489013400104e-05,79.36462626736319,79.36478181096014,79.00707987046974,9.309022180550594e-06,79.00706162478626,79.00709811615322,75.12735115366493,1.1056077756853996e-05,75.12732948375253,75.12737282357733,65.25717366202554,2.8112882710846574e-05,65.25711856077542,65.25722876327565,55.79603437398121,3.365390905026485e-05,55.79596841231947,55.79610033564295,46.40353856244136,4.191277155160523e-05,46.403456413409124,46.4036207114736,37.074647576069076,6.171019916389423e-05,37.074526624078715,37.07476852805944,28.17281504074797,0.00010003896439140821,28.17261896437776,28.17301111711818,19.93100856354344,0.0002203276161157287,19.930576721415854,19.931440405671026,12.712831932827966,0.0004763297288024738,12.711898326559513,12.713765539096418,7.114509947280889,0.0008365466766589292,7.112870315794638,7.116149578767141
56,WY,505439.0,80.29676419904281,0.028011943170595938,80.24186079042845,80.35166760765718,79.79023759543684,0.027800484732830404,79.73574864536049,79.84472654551318,75.89640609450397,0.02780015975030259,75.84191778139338,75.95089440761457,66.00866197503557,0.02780783182227401,65.9541586246639,66.06316532540723,56.53818640825104,0.027801697130433404,56.483695081875396,56.59267773462669,47.18753202661449,0.02786148685598889,47.132923512376756,47.242140540852226,37.913366202449744,0.028039499988076144,37.85840878247311,37.968323622426375,29.18767962108187,0.028682575015923972,29.13146177405066,29.24389746811308,20.875302855537463,0.030270164638918764,20.815973332845182,20.934632378229743,13.580757915396319,0.03414731219386382,13.513829183496346,13.647686647296291,7.981312482811972,0.04709863414369914,7.8889991598903215,8.073625805733622
